timestamp,produced_energy,consumed_energy,battery_charged_energy,battery_discharged_energy,grid_feedin_energy,grid_purchase_energy
2022-07-11T00:00:00+02:00,32717,25137,10553,7784,12520,7708
2022-07-12T00:00:00+02:00,33526,29622,9920,8352,12298,9962
2022-07-13T00:00:00+02:00,32784,36089,10518,7010,8217,15029
2022-07-14T00:00:00+02:00,30635,22348,9792,7105,13721,8122
2022-07-15T00:00:00+02:00,29721,21433,9895,7931,10280,3956
2022-07-16T00:00:00+02:00,32288,20113,10742,8923,14931,4575
2022-07-17T00:00:00+02:00,32189,20936,11004,10430,14269,3590
2022-07-18T00:00:00+02:00,32075,17217,9775,7725,16073,3265
2022-07-19T00:00:00+02:00,31644,20646,9802,9362,15119,4561
2022-07-20T00:00:00+02:00,25834,19859,9813,8152,10206,5893
2022-07-21T00:00:00+02:00,15081,17493,8728,6482,301,4960
2022-07-22T00:00:00+02:00,31768,23185,9883,9114,14627,6814
2022-07-23T00:00:00+02:00,16685,28535,8577,9273,172,11326
2022-07-24T00:00:00+02:00,31540,19199,11085,5818,13239,6164
2022-07-25T00:00:00+02:00,31413,15338,9884,7835,15400,1374
2022-07-26T00:00:00+02:00,14078,19346,8011,8264,357,5373
2022-07-27T00:00:00+02:00,24706,21697,10097,8869,7809,6027
2022-07-28T00:00:00+02:00,32411,32317,11181,9623,6359,7824
2022-07-29T00:00:00+02:00,13032,28824,5715,6250,172,15429
2022-07-30T00:00:00+02:00,26750,24790,11659,7313,6631,9017
2022-07-31T00:00:00+02:00,25676,31223,12329,12657,364,5583
2022-08-01T00:00:00+02:00,30219,20491,10276,4911,9700,5337
2022-08-02T00:00:00+02:00,32725,26916,10375,10493,13042,7115
2022-08-03T00:00:00+02:00,31748,22458,10108,7667,14115,7267
2022-08-04T00:00:00+02:00,31330,22913,10053,8322,12403,5718
2022-08-05T00:00:00+02:00,24206,26566,10120,9938,4831,7373
2022-08-06T00:00:00+02:00,8374,26504,2890,3648,163,17535
2022-08-07T00:00:00+02:00,8686,24993,3117,2396,169,17197
2022-08-08T00:00:00+02:00,30443,21797,10026,6868,13137,7649
2022-08-09T00:00:00+02:00,32289,24863,9997,5958,13458,10073
2022-08-10T00:00:00+02:00,32399,25221,9855,9491,13884,7069
2022-08-11T00:00:00+02:00,32068,23696,9922,7918,13259,6890
2022-08-12T00:00:00+02:00,32576,29164,10131,5067,6008,7659
2022-08-13T00:00:00+02:00,32922,34310,11221,12773,5573,5409
2022-08-14T00:00:00+02:00,29985,26022,10651,7598,4950,4039
2022-08-15T00:00:00+02:00,25334,23302,9550,10057,4176,1638
2022-08-16T00:00:00+02:00,31950,22842,10030,4507,8798,5213
2022-08-17T00:00:00+02:00,25445,24741,10521,7770,1553,3600
2022-08-18T00:00:00+02:00,9148,24421,2716,8390,124,9724
2022-08-19T00:00:00+02:00,916,27276,423,0,0,26783
2022-08-20T00:00:00+02:00,14715,33301,4683,3723,132,19678
2022-08-21T00:00:00+02:00,32513,28862,11969,6968,4769,6119
2022-08-22T00:00:00+02:00,31995,23909,9555,5355,7229,3342
2022-08-23T00:00:00+02:00,32232,28862,9890,8362,7794,5952
2022-08-24T00:00:00+02:00,32010,27117,9866,9123,9308,5157
2022-08-25T00:00:00+02:00,31387,30383,10977,8000,4354,6327
2022-08-26T00:00:00+02:00,24877,31369,11253,12271,162,5636
2022-08-27T00:00:00+02:00,13676,27358,2456,4332,123,11929
2022-08-28T00:00:00+02:00,30000,27848,11046,5520,3018,6392
2022-08-29T00:00:00+02:00,30978,24590,9957,7666,6260,2163
2022-08-30T00:00:00+02:00,26964,33119,10855,8742,249,8517
2022-08-31T00:00:00+02:00,7183,26594,456,4878,42,15032
2022-09-01T00:00:00+02:00,18626,25530,7592,3571,270,11195
2022-09-02T00:00:00+02:00,31316,29267,9848,6619,8740,9920
2022-09-03T00:00:00+02:00,18102,33467,7779,10544,174,12774
2022-09-04T00:00:00+02:00,24127,26312,11209,6744,592,7242
2022-09-05T00:00:00+02:00,21840,26662,7738,7666,219,5113
2022-09-06T00:00:00+02:00,15576,25735,6829,6833,352,10508
2022-09-07T00:00:00+02:00,20821,34353,9955,8341,225,15372
2022-09-08T00:00:00+02:00,19389,24285,11587,4343,1841,13981
2022-09-09T00:00:00+02:00,11637,26704,4499,8961,202,10807
2022-09-10T00:00:00+02:00,11115,33691,3013,2353,104,23340
2022-09-11T00:00:00+02:00,14017,30309,4565,3687,93,17264
2022-09-12T00:00:00+02:00,30032,28631,11033,2421,3819,11030
2022-09-13T00:00:00+02:00,27388,27942,10256,9666,3806,4951
2022-09-14T00:00:00+02:00,11136,28655,1162,6034,42,12689
2022-09-15T00:00:00+02:00,9217,29307,1094,670,48,20562
2022-09-16T00:00:00+02:00,10208,30152,2830,2159,127,20743
2022-09-17T00:00:00+02:00,9588,47464,969,361,15,38498
2022-09-18T00:00:00+02:00,19862,36907,7016,5668,216,18608
2022-09-19T00:00:00+02:00,16055,32916,5741,4677,212,18137
2022-09-20T00:00:00+02:00,19329,35044,8179,6731,550,17714
2022-09-21T00:00:00+02:00,30641,41665,10117,6010,6543,21675
2022-09-22T00:00:00+02:00,29871,36291,11646,8649,764,10181
2022-09-23T00:00:00+02:00,25159,30523,10470,8581,1402,8655
2022-09-24T00:00:00+02:00,5586,29863,172,3400,13,21063
2022-09-25T00:00:00+02:00,9441,36664,2495,1871,163,28010
2022-09-26T00:00:00+02:00,12581,31599,4558,3661,179,20094
2022-09-27T00:00:00+02:00,11240,34567,3288,2518,115,24212
2022-09-28T00:00:00+02:00,3609,37303,429,0,0,34123
2022-09-29T00:00:00+02:00,4123,39116,425,0,2,35421
2022-09-30T00:00:00+02:00,6805,35387,442,75,48,28997
2022-10-01T00:00:00+02:00,2352,42885,147,0,0,40680
2022-10-02T00:00:00+02:00,9008,37108,1440,748,45,28838
2022-10-03T00:00:00+02:00,13538,27681,3762,2916,119,15108
2022-10-04T00:00:00+02:00,21733,35321,9465,6554,187,16686
2022-10-05T00:00:00+02:00,27667,36282,10290,7482,1738,13161
2022-10-06T00:00:00+02:00,26042,31906,10012,7774,2150,10252
2022-10-07T00:00:00+02:00,14845,37705,4286,6401,113,20858
2022-10-08T00:00:00+02:00,2757,31059,419,0,0,28722
2022-10-09T00:00:00+02:00,6341,37750,191,0,9,31609
2022-10-10T00:00:00+02:00,10550,21199,7074,5496,228,12455
2022-10-11T00:00:00+02:00,19102,20624,10142,4192,4324,11796
2022-10-12T00:00:00+02:00,11091,24240,6399,8948,398,10998
2022-10-13T00:00:00+02:00,14910,26483,7335,6670,201,12439
2022-10-14T00:00:00+02:00,4780,15861,2693,1874,177,12077
2022-10-15T00:00:00+02:00,8600,18121,6382,4017,220,12106
2022-10-16T00:00:00+02:00,22051,12989,10151,4166,9070,5992
2022-10-17T00:00:00+02:00,24823,5808,5603,2847,17191,933
2022-10-18T00:00:00+02:00,22028,17825,9051,7851,7267,4264
2022-10-19T00:00:00+02:00,24051,8002,6246,4582,15998,1612
2022-10-20T00:00:00+02:00,7799,10824,5600,6171,198,2650
2022-10-21T00:00:00+02:00,2232,16125,740,5003,93,9722
2022-10-22T00:00:00+02:00,17045,35845,10676,8856,366,20985
2022-10-23T00:00:00+02:00,14884,23913,9660,6681,181,12189
2022-10-24T00:00:00+02:00,1390,24799,136,1191,6,22359
2022-10-25T00:00:00+02:00,22284,29629,10393,7266,5761,16232
2022-10-26T00:00:00+02:00,8549,26302,5194,5468,142,17621
2022-10-27T00:00:00+02:00,20757,28458,10023,5776,4273,16221
2022-10-28T00:00:00+02:00,13375,25026,9159,7702,294,13402
2022-10-29T00:00:00+02:00,18822,29740,10992,10413,172,11669
2022-10-30T00:00:00+02:00,12468,38768,4809,4733,96,26472
2022-10-31T00:00:00+01:00,9570,23661,6713,5412,182,15574
2022-11-01T00:00:00+01:00,6025,26633,3700,2938,161,21531
2022-11-02T00:00:00+01:00,4487,30792,2587,2000,127,27019
2022-11-03T00:00:00+01:00,7121,44972,1571,1157,93,38358
2022-11-04T00:00:00+01:00,8832,35091,3805,2768,163,27460
2022-11-05T00:00:00+01:00,4401,42613,593,306,59,38558
2022-11-06T00:00:00+01:00,18761,34629,11632,9713,183,17970
2022-11-07T00:00:00+01:00,19137,33203,10434,8801,1473,17173
2022-11-08T00:00:00+01:00,18857,38679,10344,8571,505,22100
2022-11-09T00:00:00+01:00,4761,28704,3161,2378,154,24880
2022-11-10T00:00:00+01:00,18622,27524,10216,8338,6952,17732
2022-11-11T00:00:00+01:00,13224,33050,7813,6523,154,21269
2022-11-12T00:00:00+01:00,2418,44394,454,0,18,42448
2022-11-13T00:00:00+01:00,1567,38601,152,0,14,37200
2022-11-14T00:00:00+01:00,3591,33862,1241,563,74,31023
2022-11-15T00:00:00+01:00,14183,39493,7822,6364,155,26923
2022-11-16T00:00:00+01:00,10434,37009,5563,4586,215,27767
2022-11-17T00:00:00+01:00,8968,33812,4658,3723,166,25945
2022-11-18T00:00:00+01:00,5460,41143,1768,1232,58,36277
2022-11-19T00:00:00+01:00,16463,46519,7467,6138,295,31680
2022-11-20T00:00:00+01:00,8484,38805,4316,3374,140,31403
2022-11-21T00:00:00+01:00,12121,36362,5578,4572,236,25483
2022-11-22T00:00:00+01:00,2454,41723,436,108,37,39634
2022-11-23T00:00:00+01:00,20768,42127,10697,8848,1629,24837
2022-11-24T00:00:00+01:00,5751,43098,1767,1019,67,38163
2022-11-25T00:00:00+01:00,6027,39006,2222,1622,85,33664
2022-11-26T00:00:00+01:00,15644,43053,10788,9086,466,29578
2022-11-27T00:00:00+01:00,17292,49760,7489,6243,121,33834
2022-11-28T00:00:00+01:00,3286,38585,388,90,28,35625
2022-11-29T00:00:00+01:00,1451,41576,493,1,26,40643
2022-11-30T00:00:00+01:00,1264,45379,185,0,17,44316
2022-12-01T00:00:00+01:00,1691,43437,547,4,47,42336
2022-12-02T00:00:00+01:00,1075,50260,415,0,0,49600
2022-12-03T00:00:00+01:00,1170,59263,284,9,36,58404
2022-12-04T00:00:00+01:00,1028,52132,417,0,0,51522
2022-12-05T00:00:00+01:00,1277,44654,208,0,17,43602
2022-12-06T00:00:00+01:00,18913,54898,8243,6743,142,37626
2022-12-07T00:00:00+01:00,1276,51139,146,0,1,50010
2022-12-08T00:00:00+01:00,14858,52273,6595,5204,124,38929
2022-12-09T00:00:00+01:00,2318,48974,486,245,38,46935
2022-12-10T00:00:00+01:00,1046,58197,409,0,0,57561
2022-12-11T00:00:00+01:00,10376,52658,5820,4648,279,43733
2022-12-12T00:00:00+01:00,18514,66324,6773,5669,104,49017
2022-12-13T00:00:00+01:00,3413,67438,697,350,36,64408
2022-12-14T00:00:00+01:00,3175,53714,630,115,23,51077
2022-12-15T00:00:00+01:00,929,49042,419,0,0,48531
2022-12-16T00:00:00+01:00,59,56415,142,0,0,56498
2022-12-17T00:00:00+01:00,396,56085,413,0,0,56103
2022-12-18T00:00:00+01:00,403,62646,418,0,0,62661
2022-12-19T00:00:00+01:00,1600,50044,154,0,1,48599
2022-12-20T00:00:00+01:00,2922,50923,672,122,44,48595
2022-12-21T00:00:00+01:00,1217,43302,418,0,0,42504
2022-12-22T00:00:00+01:00,8607,37438,4950,3927,231,30085
2022-12-23T00:00:00+01:00,759,49940,138,0,0,49319
2022-12-24T00:00:00+01:00,1322,50148,466,27,19,49284
2022-12-25T00:00:00+01:00,15519,39659,9287,7703,123,25847
2022-12-26T00:00:00+01:00,4967,34403,1746,1315,89,29957
2022-12-27T00:00:00+01:00,3539,40985,1032,591,60,37946
2022-12-28T00:00:00+01:00,14012,50320,7071,5806,108,37680
2022-12-29T00:00:00+01:00,7124,40130,3909,3019,189,34085
2022-12-30T00:00:00+01:00,10812,47214,5074,4067,84,37493
2022-12-31T00:00:00+01:00,10468,37810,7454,6183,113,28726
