timestamp,produced_energy,consumed_energy,battery_charged_energy,battery_discharged_energy,grid_feedin_energy,grid_purchase_energy
2021-03-22T00:00:00+01:00,5650,55747,882,489,45,50536
2021-03-23T00:00:00+01:00,33514,61589,10867,9195,5537,35284
2021-03-24T00:00:00+01:00,34057,57981,11232,9049,11267,37374
2021-03-25T00:00:00+01:00,31167,46895,10994,9488,8506,25740
2021-03-26T00:00:00+01:00,32215,48654,10978,8990,6577,25004
2021-03-27T00:00:00+01:00,7592,59690,1218,801,52,52567
2021-03-28T00:00:00+01:00,33285,42365,12061,10115,8577,19604
2021-03-29T00:00:00+02:00,33266,33352,10142,7156,15133,18206
2021-03-30T00:00:00+02:00,33346,33200,10121,5955,14274,18293
2021-03-31T00:00:00+02:00,32972,32483,9855,9561,15440,15244
2021-04-01T00:00:00+02:00,30798,39746,11780,10437,5621,15913
2021-04-02T00:00:00+02:00,30338,33196,10556,9984,12571,16002
2021-04-03T00:00:00+02:00,16873,63575,4534,3651,765,48351
2021-04-04T00:00:00+02:00,35323,49617,11603,9770,11487,27613
2021-04-05T00:00:00+02:00,26562,40429,10222,8648,7897,23338
2021-04-06T00:00:00+02:00,13931,70597,4369,3540,402,57897
2021-04-07T00:00:00+02:00,16231,60635,6979,5791,271,45863
2021-04-08T00:00:00+02:00,31810,55648,10640,8797,6072,31753
2021-04-09T00:00:00+02:00,26592,49640,11977,9896,502,25631
2021-04-10T00:00:00+02:00,22784,41659,9766,8245,567,20962
2021-04-11T00:00:00+02:00,28200,37190,12182,10011,7279,18439
2021-04-12T00:00:00+02:00,8307,46494,2279,1643,114,38937
2021-04-13T00:00:00+02:00,21643,54231,9616,8047,1241,35398
2021-04-14T00:00:00+02:00,29454,48376,11591,9748,8471,29236
2021-04-15T00:00:00+02:00,25009,39895,12274,9982,4869,22048
2021-04-16T00:00:00+02:00,35254,46792,10171,8696,14271,27284
2021-04-17T00:00:00+02:00,28721,44644,11369,9466,8444,26270
2021-04-18T00:00:00+02:00,14664,44280,7459,6230,171,31016
2021-04-19T00:00:00+02:00,32272,43838,10818,9025,8653,22012
2021-04-20T00:00:00+02:00,34019,41537,9891,8217,15670,24862
2021-04-21T00:00:00+02:00,29627,44584,12451,9897,6596,24106
2021-04-22T00:00:00+02:00,25948,43636,10203,8858,7256,26288
2021-04-23T00:00:00+02:00,35758,50265,10364,8751,13421,29541
2021-04-24T00:00:00+02:00,36021,46502,11575,9758,11402,23701
2021-04-25T00:00:00+02:00,35020,45340,12014,10093,8983,21223
2021-04-26T00:00:00+02:00,30844,43949,10502,8770,4536,19374
2021-04-27T00:00:00+02:00,35204,51218,10879,9143,8418,26168
2021-04-28T00:00:00+02:00,28288,46163,11179,9386,1428,21097
2021-04-29T00:00:00+02:00,6783,56849,586,199,34,50487
2021-04-30T00:00:00+02:00,28956,51766,10588,8892,2649,27155
2021-05-01T00:00:00+02:00,4824,61866,293,0,28,57363
2021-05-02T00:00:00+02:00,17227,61696,4484,3505,84,45533
2021-05-03T00:00:00+02:00,26999,52980,9000,7593,243,27631
2021-05-04T00:00:00+02:00,21626,51445,5519,4450,202,31090
2021-05-05T00:00:00+02:00,16434,57204,4308,3433,112,41757
2021-05-06T00:00:00+02:00,10950,64312,437,160,19,53659
2021-05-07T00:00:00+02:00,15251,61060,2734,2040,92,46595
2021-05-08T00:00:00+02:00,37559,43092,11372,6728,12125,22302
2021-05-09T00:00:00+02:00,36071,40947,11993,9623,5989,13235
2021-05-10T00:00:00+02:00,20671,33683,5081,6912,119,11299
2021-05-11T00:00:00+02:00,13429,50162,3840,3125,95,37544
2021-05-12T00:00:00+02:00,12665,58253,295,19,20,45885
2021-05-13T00:00:00+02:00,15474,56503,4770,3861,127,42066
2021-05-14T00:00:00+02:00,29638,51194,10907,9011,2195,25647
2021-05-15T00:00:00+02:00,24185,58027,9595,8035,164,35566
2021-05-16T00:00:00+02:00,15441,51861,2645,1947,69,37186
2021-05-17T00:00:00+02:00,22357,51388,7181,5966,190,30437
2021-05-18T00:00:00+02:00,15894,59372,1942,1400,82,44102
2021-05-19T00:00:00+02:00,16811,54405,4482,3650,134,38561
2021-05-20T00:00:00+02:00,20068,57850,5577,4517,255,39096
2021-05-21T00:00:00+02:00,8848,50997,504,148,47,42552
2021-05-22T00:00:00+02:00,25804,54587,9593,8000,271,30647
2021-05-23T00:00:00+02:00,22385,49613,7276,6092,212,28624
2021-05-24T00:00:00+02:00,9810,45742,1057,650,46,36385
2021-05-25T00:00:00+02:00,36712,52499,11658,9543,6855,24757
2021-05-26T00:00:00+02:00,17439,49267,3117,2325,161,32781
2021-05-27T00:00:00+02:00,11798,56847,1320,863,55,45560
2021-05-28T00:00:00+02:00,35539,45236,9821,7793,9217,20942
2021-05-29T00:00:00+02:00,25049,41851,11143,9859,2408,20494
2021-05-30T00:00:00+02:00,36245,49279,11506,9584,8073,23030
2021-05-31T00:00:00+02:00,36148,44044,9930,8390,7670,17105
2021-06-01T00:00:00+02:00,35866,51469,10187,8509,6489,23770
2021-06-02T00:00:00+02:00,30058,36494,10515,6623,5699,16027
2021-06-03T00:00:00+02:00,29532,43569,10381,10799,1113,14732
2021-06-04T00:00:00+02:00,25178,31519,10403,6596,1096,11244
2021-06-05T00:00:00+02:00,11298,41129,3306,4637,454,28954
2021-06-06T00:00:00+02:00,9717,38241,426,79,36,28907
2021-06-07T00:00:00+02:00,23058,36018,8861,7466,405,14760
2021-06-08T00:00:00+02:00,23237,39166,9803,8430,1574,18876
2021-06-09T00:00:00+02:00,26685,39686,10448,8795,3023,17678
2021-06-10T00:00:00+02:00,36042,39540,9971,8287,9740,14922
2021-06-11T00:00:00+02:00,35900,33436,9972,6533,10965,11939
2021-06-12T00:00:00+02:00,30673,51632,12442,12276,400,21526
2021-06-13T00:00:00+02:00,27346,35467,11078,8946,2487,12740
2021-06-14T00:00:00+02:00,34385,30212,10640,8126,10778,9118
2021-06-15T00:00:00+02:00,33830,38027,10294,9827,8706,13370
2021-06-16T00:00:00+02:00,33347,32490,10044,6460,8129,10855
2021-06-17T00:00:00+02:00,33215,28899,9932,8011,8457,6062
2021-06-18T00:00:00+02:00,31102,38285,10827,11329,2514,9195
2021-06-19T00:00:00+02:00,29953,39299,12283,10287,1477,12818
2021-06-20T00:00:00+02:00,20921,27309,9610,8110,221,8109
2021-06-21T00:00:00+02:00,32610,33318,10379,8743,6317,8661
2021-06-22T00:00:00+02:00,20737,39190,6774,5631,160,19757
2021-06-23T00:00:00+02:00,29852,39378,11213,9249,3123,14612
2021-06-24T00:00:00+02:00,22674,33864,8877,7435,587,13219
2021-06-25T00:00:00+02:00,17123,42167,4063,3271,112,25948
2021-06-26T00:00:00+02:00,33559,49999,11844,10221,3660,21723
2021-06-27T00:00:00+02:00,32597,48397,11440,9660,4068,21647
2021-06-28T00:00:00+02:00,31593,25517,10091,4641,7516,6889
2021-06-29T00:00:00+02:00,24483,27133,10540,9180,373,4384
2021-06-30T00:00:00+02:00,16089,32469,6213,8499,413,14506
2021-07-01T00:00:00+02:00,10438,37978,2474,1877,70,28207
2021-07-02T00:00:00+02:00,25516,29799,11008,4218,2292,13366
2021-07-03T00:00:00+02:00,29943,42816,11203,13918,2091,12249
2021-07-04T00:00:00+02:00,13282,34562,3477,2665,124,22215
2021-07-05T00:00:00+02:00,13611,33841,3492,2716,128,21134
2021-07-06T00:00:00+02:00,27143,40079,10922,8559,4951,20249
2021-07-07T00:00:00+02:00,6424,38067,1034,1317,33,31395
2021-07-08T00:00:00+02:00,2632,49810,924,526,37,47613
2021-07-09T00:00:00+02:00,22422,39428,10013,7534,4878,24363
2021-07-10T00:00:00+02:00,34035,52763,11467,10306,4030,23919
2021-07-11T00:00:00+02:00,24109,26701,11154,4842,8584,17488
2021-07-12T00:00:00+02:00,32652,13525,10141,7037,18194,2172
2021-07-13T00:00:00+02:00,7386,17848,4022,8785,257,5957
2021-07-14T00:00:00+02:00,15827,15738,9900,2165,2973,10620
2021-07-15T00:00:00+02:00,6481,17265,3108,8190,248,5950
2021-07-16T00:00:00+02:00,20773,11687,9968,404,7934,8413
2021-07-17T00:00:00+02:00,13452,14362,9190,8188,1374,3285
2021-07-18T00:00:00+02:00,12153,7648,4293,2958,4877,1706
2021-07-19T00:00:00+02:00,33908,11033,8693,6514,22277,1581
2021-07-20T00:00:00+02:00,33099,8464,3931,3196,25765,1865
2021-07-21T00:00:00+02:00,33207,17925,8042,11201,20991,2551
2021-07-22T00:00:00+02:00,32914,30925,9804,8220,10266,9861
2021-07-23T00:00:00+02:00,32375,33660,10156,10327,8551,9664
2021-07-24T00:00:00+02:00,22824,37835,10769,10087,154,15846
2021-07-25T00:00:00+02:00,15754,32525,4936,4029,182,17860
2021-07-26T00:00:00+02:00,24238,33742,9741,8403,3124,13966
2021-07-27T00:00:00+02:00,30525,35298,9967,6129,8357,16968
2021-07-28T00:00:00+02:00,8815,29618,1153,3004,81,19034
2021-07-29T00:00:00+02:00,29491,35066,10113,7691,7734,15730
2021-07-30T00:00:00+02:00,27965,32884,9953,9222,6456,12107
2021-07-31T00:00:00+02:00,9207,37529,859,499,53,28735
2021-08-01T00:00:00+02:00,6213,44214,192,0,11,38204
2021-08-02T00:00:00+02:00,23283,32741,10179,6753,1846,14730
2021-08-03T00:00:00+02:00,16272,44463,6156,6712,250,27884
2021-08-04T00:00:00+02:00,9855,43408,1975,1449,49,34128
2021-08-05T00:00:00+02:00,18910,35485,8071,6771,413,18289
2021-08-06T00:00:00+02:00,18223,31612,7633,6336,591,15277
2021-08-07T00:00:00+02:00,15836,40135,6073,4995,412,25789
2021-08-08T00:00:00+02:00,7080,41081,260,0,9,34270
2021-08-09T00:00:00+02:00,28996,33092,10786,8837,3169,9214
2021-08-10T00:00:00+02:00,32357,33940,10174,8472,9948,13233
2021-08-11T00:00:00+02:00,29581,33000,10436,8675,7711,12891
2021-08-12T00:00:00+02:00,31952,31283,9880,8413,9135,9933
2021-08-13T00:00:00+02:00,30101,28934,10230,7631,5947,7380
2021-08-14T00:00:00+02:00,31131,30611,11461,9312,5965,7594
2021-08-15T00:00:00+02:00,28267,32107,10573,9227,147,5333
2021-08-16T00:00:00+02:00,3488,30316,266,742,15,26367
2021-08-17T00:00:00+02:00,20344,36644,8168,6833,651,18285
2021-08-18T00:00:00+02:00,18374,30600,7556,6221,818,14379
2021-08-19T00:00:00+02:00,24076,32879,9821,8345,463,10742
2021-08-20T00:00:00+02:00,29852,36170,10427,8777,4469,12438
2021-08-21T00:00:00+02:00,31001,34191,11275,9349,6729,11846
2021-08-22T00:00:00+02:00,11661,31633,4011,3421,56,20617
2021-08-23T00:00:00+02:00,20429,27774,8820,7361,349,9153
2021-08-24T00:00:00+02:00,11477,33115,2474,1840,79,22351
2021-08-25T00:00:00+02:00,20097,36536,6798,5503,737,18471
2021-08-26T00:00:00+02:00,18050,34873,7656,6383,586,18681
2021-08-27T00:00:00+02:00,16638,30465,5827,4753,235,15136
2021-08-28T00:00:00+02:00,7387,38644,1268,830,44,31739
2021-08-29T00:00:00+02:00,5193,46757,177,0,1,41742
2021-08-30T00:00:00+02:00,8289,36959,1501,975,68,29265
2021-08-31T00:00:00+02:00,15621,37186,5374,4374,193,22759
2021-09-01T00:00:00+02:00,32983,41302,11142,8038,4601,16024
2021-09-02T00:00:00+02:00,32621,39978,11004,9273,6385,15474
2021-09-03T00:00:00+02:00,32053,37698,10471,9216,4835,11735
2021-09-04T00:00:00+02:00,30914,41197,11614,10316,4429,16009
2021-09-05T00:00:00+02:00,31427,40065,11872,10254,3800,14057
2021-09-06T00:00:00+02:00,31205,25339,9847,6710,10856,8128
2021-09-07T00:00:00+02:00,27685,30927,9916,9610,5395,8943
2021-09-08T00:00:00+02:00,30195,36884,9962,7748,4230,13133
2021-09-09T00:00:00+02:00,12561,34934,3405,3608,119,22289
2021-09-10T00:00:00+02:00,27184,36397,10449,8666,4532,15529
2021-09-11T00:00:00+02:00,22015,29600,10387,8777,3126,12322
2021-09-12T00:00:00+02:00,14714,37646,3063,2547,85,23534
2021-09-13T00:00:00+02:00,30077,31482,10306,8447,6264,9527
2021-09-14T00:00:00+02:00,26327,32936,9793,8371,4287,12319
2021-09-15T00:00:00+02:00,9577,34997,1920,1380,44,26005
2021-09-16T00:00:00+02:00,8631,32902,1541,1075,109,24846
2021-09-17T00:00:00+02:00,19447,32251,8390,7059,153,14288
2021-09-18T00:00:00+02:00,29083,46029,11963,9853,779,19834
2021-09-19T00:00:00+02:00,4504,43174,631,291,36,39047
2021-09-20T00:00:00+02:00,13321,34252,3368,2593,127,21832
2021-09-21T00:00:00+02:00,30982,43900,9910,8457,6696,21068
2021-09-22T00:00:00+02:00,21010,43289,9924,8358,1340,25186
2021-09-23T00:00:00+02:00,30019,41131,10302,8606,7250,20058
2021-09-24T00:00:00+02:00,29603,43036,11156,8841,1608,17356
2021-09-25T00:00:00+02:00,27005,38375,11220,10073,4742,17260
2021-09-26T00:00:00+02:00,14155,31661,5500,4499,123,18629
2021-09-27T00:00:00+02:00,23510,37132,10062,8225,437,15896
2021-09-28T00:00:00+02:00,7990,40363,1464,1042,36,32832
2021-09-29T00:00:00+02:00,18420,39537,8853,7364,865,23472
2021-09-30T00:00:00+02:00,28563,51041,10156,8629,4725,28731
2021-10-01T00:00:00+02:00,28218,48135,11244,9477,1533,23216
2021-10-02T00:00:00+02:00,24680,44088,10193,8562,200,21239
2021-10-03T00:00:00+02:00,13856,33702,4391,3556,92,20772
2021-10-04T00:00:00+02:00,6100,30620,466,98,29,24916
2021-10-05T00:00:00+02:00,5391,44658,644,330,21,39603
2021-10-06T00:00:00+02:00,8805,48183,1074,626,59,39885
2021-10-07T00:00:00+02:00,13502,40577,5786,4731,342,28471
2021-10-08T00:00:00+02:00,22485,33804,10366,8450,3745,16980
2021-10-09T00:00:00+02:00,15595,47497,6915,5735,165,33247
2021-10-10T00:00:00+02:00,5190,43641,328,4,27,38802
2021-10-11T00:00:00+02:00,26791,38290,10292,8645,4396,17541
2021-10-12T00:00:00+02:00,4068,48359,641,293,27,44665
2021-10-13T00:00:00+02:00,15438,55049,3724,2970,252,40616
2021-10-14T00:00:00+02:00,27383,58645,10308,8718,358,33211
2021-10-15T00:00:00+02:00,25988,50611,10303,8430,698,27194
2021-10-16T00:00:00+02:00,26450,57758,9794,8132,401,33371
2021-10-17T00:00:00+02:00,26693,52522,11463,9807,635,28119
2021-10-18T00:00:00+02:00,26963,49160,10810,8847,332,24492
2021-10-19T00:00:00+02:00,5907,48254,337,0,3,42687
2021-10-20T00:00:00+02:00,21067,48079,7852,6577,304,28591
2021-10-21T00:00:00+02:00,18908,42233,8649,7213,459,25220
2021-10-22T00:00:00+02:00,6326,48720,644,306,27,42759
2021-10-23T00:00:00+02:00,26140,46781,10738,9239,4102,26242
2021-10-24T00:00:00+02:00,26015,54396,9602,7999,398,30382
2021-10-25T00:00:00+02:00,12252,48967,3139,2448,46,37452
2021-10-26T00:00:00+02:00,6975,50075,806,439,23,43490
2021-10-27T00:00:00+02:00,25616,50035,9841,8298,161,26122
2021-10-28T00:00:00+02:00,23207,52341,10041,8449,891,31617
2021-10-29T00:00:00+02:00,8432,54839,1075,642,48,46889
2021-10-30T00:00:00+02:00,6932,45937,1775,1269,50,39562
2021-10-31T00:00:00+02:00,23657,35821,11170,5835,1656,19155
2021-11-01T00:00:00+01:00,1088,47264,112,3381,0,42907
2021-11-02T00:00:00+01:00,7814,59411,2899,2221,197,52472
2021-11-03T00:00:00+01:00,5318,59662,1219,794,30,54799
2021-11-04T00:00:00+01:00,4304,58174,356,27,11,54209
2021-11-05T00:00:00+01:00,8560,56683,1842,1339,70,48696
2021-11-06T00:00:00+01:00,24674,56196,9397,7854,310,33375
2021-11-07T00:00:00+01:00,22979,45889,11824,9905,679,25509
2021-11-08T00:00:00+01:00,9961,39330,3388,2689,115,30183
2021-11-09T00:00:00+01:00,24138,46344,10935,8731,2586,26996
2021-11-10T00:00:00+01:00,8384,47110,2877,2244,87,39445
2021-11-11T00:00:00+01:00,2317,44799,370,53,33,42833
2021-11-12T00:00:00+01:00,2523,46657,301,0,31,44466
2021-11-13T00:00:00+01:00,1211,49970,139,0,1,48898
2021-11-14T00:00:00+01:00,3068,38060,622,177,57,35493
2021-11-15T00:00:00+01:00,5689,38554,2073,1549,102,33491
2021-11-16T00:00:00+01:00,1364,43136,211,0,12,41995
2021-11-17T00:00:00+01:00,2038,38177,949,360,73,36800
2021-11-18T00:00:00+01:00,13924,35091,9126,7481,156,22967
2021-11-19T00:00:00+01:00,16083,41670,9363,7960,158,27149
2021-11-20T00:00:00+01:00,1856,53268,318,75,35,51691
2021-11-21T00:00:00+01:00,3027,44593,803,346,83,42106
2021-11-22T00:00:00+01:00,1368,37481,408,70,44,36495
2021-11-23T00:00:00+01:00,4052,47890,1297,717,46,44465
2021-11-24T00:00:00+01:00,12373,50700,4724,3722,155,39485
2021-11-25T00:00:00+01:00,1455,50894,132,0,3,49573
2021-11-26T00:00:00+01:00,972,55819,415,0,0,55262
2021-11-27T00:00:00+01:00,5186,58655,1871,1298,41,54084
2021-11-28T00:00:00+01:00,3172,53677,940,580,60,50925
2021-11-29T00:00:00+01:00,31,51208,404,0,0,51581
2021-11-30T00:00:00+01:00,38,54983,412,0,0,55357
2021-12-01T00:00:00+01:00,6883,48983,2952,2265,192,42979
2021-12-02T00:00:00+01:00,6080,50927,2354,1869,107,45440
2021-12-03T00:00:00+01:00,10956,57631,3474,2761,127,47516
2021-12-04T00:00:00+01:00,1260,49451,412,0,1,48605
2021-12-05T00:00:00+01:00,9687,44297,4353,3396,102,35670
2021-12-06T00:00:00+01:00,4298,53899,672,412,18,49880
2021-12-07T00:00:00+01:00,5759,56262,1568,1042,40,51068
2021-12-08T00:00:00+01:00,50,52555,408,0,0,52913
2021-12-09T00:00:00+01:00,393,54626,133,0,1,54368
2021-12-10T00:00:00+01:00,1092,59128,411,0,0,58447
2021-12-11T00:00:00+01:00,3944,59621,1032,589,45,56166
2021-12-12T00:00:00+01:00,13404,55402,5625,4592,106,43137
2021-12-13T00:00:00+01:00,15351,50862,6665,5509,124,36792
2021-12-14T00:00:00+01:00,4211,54089,1104,682,62,50362
2021-12-15T00:00:00+01:00,1711,57765,495,43,16,56521
2021-12-16T00:00:00+01:00,1464,52357,183,0,26,51101
2021-12-17T00:00:00+01:00,18522,57435,6753,5340,95,40421
2021-12-18T00:00:00+01:00,3874,69474,696,417,52,65931
2021-12-19T00:00:00+01:00,2092,60538,458,1,19,58921
2021-12-20T00:00:00+01:00,6200,53436,1315,911,62,47701
2021-12-21T00:00:00+01:00,2797,62983,186,0,9,60381
2021-12-22T00:00:00+01:00,12381,70136,2376,1578,42,58596
2021-12-23T00:00:00+01:00,14465,67702,5235,4308,76,54240
2021-12-24T00:00:00+01:00,1657,56972,210,1,11,55534
2021-12-25T00:00:00+01:00,1344,60194,417,0,4,59271
2021-12-26T00:00:00+01:00,1773,42250,360,0,37,40874
2021-12-27T00:00:00+01:00,14915,38628,8213,6751,126,25300
2021-12-28T00:00:00+01:00,1472,44828,160,0,4,43519
2021-12-29T00:00:00+01:00,1428,47092,458,0,22,46143
2021-12-30T00:00:00+01:00,3249,44231,694,292,27,41412
2021-12-31T00:00:00+01:00,19367,43161,10699,8685,931,26739
