timestamp,production,consumption,battery_charge,battery_discharge,grid_feedin,grid_consumption,battery_state_of_charge,direct_consumption
2023-01-10T21:00:00+01:00,3,1730,7,0,0,1734,0,3
2023-01-11T00:00:00+01:00,4,2428,7,0,0,2431,0,4
2023-01-11T03:00:00+01:00,4,1881,7,0,0,1883,0,4
2023-01-11T06:00:00+01:00,32,2391,7,0,0,2366,0,32
2023-01-11T09:00:00+01:00,861,1514,341,244,32,783,2,861
2023-01-11T12:00:00+01:00,171,1963,7,8,0,1791,0,171
2023-01-11T15:00:00+01:00,39,1740,7,0,0,1708,0,39
2023-01-11T18:00:00+01:00,0,2359,6,0,0,2365,0,0
2023-01-11T21:00:00+01:00,3,1015,7,0,0,1018,0,3
2023-01-12T00:00:00+01:00,3,2745,7,0,0,2749,0,3
2023-01-12T03:00:00+01:00,3,2004,98,0,0,2099,0,3
2023-01-12T06:00:00+01:00,41,2265,22,0,1,2247,0,41
2023-01-12T09:00:00+01:00,447,1471,154,115,15,1078,2,447
2023-01-12T12:00:00+01:00,304,2335,9,0,3,2042,0,304
2023-01-12T15:00:00+01:00,83,2678,7,0,0,2602,0,83
2023-01-12T18:00:00+01:00,1,1892,6,0,0,1897,0,1
2023-01-12T21:00:00+01:00,4,1776,7,0,0,1779,0,4
2023-01-13T00:00:00+01:00,4,2760,7,0,0,2763,0,4
2023-01-13T03:00:00+01:00,4,1881,7,0,0,1884,0,4
2023-01-13T06:00:00+01:00,8,1548,7,0,0,1547,0,8
2023-01-13T09:00:00+01:00,391,2054,45,0,9,1717,0,391
2023-01-13T12:00:00+01:00,468,1818,48,9,8,1397,0,468
2023-01-13T15:00:00+01:00,91,1510,12,2,1,1430,0,91
2023-01-13T18:00:00+01:00,1,1992,6,0,0,1997,0,1
2023-01-13T21:00:00+01:00,2,1247,6,0,0,1251,0,2
2023-01-14T00:00:00+01:00,3,2515,6,0,0,2518,0,3
2023-01-14T03:00:00+01:00,3,1388,6,0,0,1391,0,3
2023-01-14T06:00:00+01:00,207,2175,71,12,2,2029,0,207
2023-01-14T09:00:00+01:00,2203,1459,1037,280,60,73,11,1459
2023-01-14T12:00:00+01:00,960,1918,193,726,26,452,7,960
2023-01-14T15:00:00+01:00,121,3378,7,4,1,3260,0,121
2023-01-14T18:00:00+01:00,1,2480,6,0,0,2485,0,1
2023-01-14T21:00:00+01:00,0,1536,6,0,0,1542,0,0
2023-01-15T00:00:00+01:00,1,1129,6,0,0,1134,0,1
2023-01-15T03:00:00+01:00,1,354,6,0,0,358,0,1
2023-01-15T06:00:00+01:00,2,1462,6,0,0,1467,0,2
2023-01-15T09:00:00+01:00,159,1483,19,6,8,1346,0,159
2023-01-15T12:00:00+01:00,170,2120,6,0,0,1956,0,170
2023-01-15T15:00:00+01:00,51,2738,6,0,0,2693,0,51
2023-01-15T18:00:00+01:00,1,3028,6,0,0,3032,0,1
2023-01-15T21:00:00+01:00,2,1976,6,0,0,1979,0,2
2023-01-16T00:00:00+01:00,2,1800,6,0,0,1803,0,2
2023-01-16T03:00:00+01:00,3,2097,6,0,0,2099,0,3
2023-01-16T06:00:00+01:00,271,2962,6,0,0,2697,0,271
2023-01-16T09:00:00+01:00,1070,1449,561,436,35,540,4,1070
2023-01-16T12:00:00+01:00,601,2131,58,31,13,1570,0,601
2023-01-16T15:00:00+01:00,229,1512,87,59,9,1320,1,229
2023-01-16T18:00:00+01:00,1,2425,6,0,0,2431,0,1
2023-01-16T21:00:00+01:00,3,1007,6,0,0,1011,0,3
2023-01-17T00:00:00+01:00,3,3199,6,0,0,3202,0,3
2023-01-17T03:00:00+01:00,4,2625,6,0,0,2627,0,4
2023-01-17T06:00:00+01:00,33,2104,8,0,2,2081,0,33
2023-01-17T09:00:00+01:00,366,1234,177,29,21,1038,1,366
2023-01-17T12:00:00+01:00,534,2455,67,113,15,1890,0,534
2023-01-17T15:00:00+01:00,73,1811,8,0,2,1748,0,73
2023-01-17T18:00:00+01:00,1,2848,6,0,0,2854,0,1
2023-01-17T21:00:00+01:00,2,1901,6,0,0,1905,0,2
2023-01-18T00:00:00+01:00,3,3530,6,0,0,3533,0,3
2023-01-18T03:00:00+01:00,3,2416,6,0,0,2418,0,3
2023-01-18T06:00:00+01:00,23,2207,98,0,0,2281,0,23
2023-01-18T09:00:00+01:00,837,1817,292,229,40,1083,1,837
2023-01-18T12:00:00+01:00,577,2229,112,85,14,1693,1,577
2023-01-18T15:00:00+01:00,87,1427,18,3,4,1359,0,87
2023-01-18T18:00:00+01:00,2,2625,6,0,0,2629,0,2
2023-01-18T21:00:00+01:00,3,1577,6,0,0,1581,0,3
2023-01-19T00:00:00+01:00,3,2965,6,0,0,2968,0,3
2023-01-19T03:00:00+01:00,4,2956,6,0,0,2959,0,4
2023-01-19T06:00:00+01:00,25,2463,6,0,0,2445,0,25
2023-01-19T09:00:00+01:00,1228,2070,272,60,86,1139,1,1228
2023-01-19T12:00:00+01:00,810,2623,148,243,18,1735,1,810
2023-01-19T15:00:00+01:00,205,2145,46,27,12,1971,0,205
2023-01-19T18:00:00+01:00,0,3174,6,0,0,3179,0,0
2023-01-19T21:00:00+01:00,1,1856,6,0,0,1860,0,1
2023-01-20T00:00:00+01:00,2,4273,6,0,0,4276,0,2
2023-01-20T03:00:00+01:00,3,3369,6,0,0,3372,0,3
2023-01-20T06:00:00+01:00,12,2307,6,0,0,2301,0,12
2023-01-20T09:00:00+01:00,542,2402,196,70,27,2014,1,542
2023-01-20T12:00:00+01:00,533,3366,22,51,9,2813,0,533
2023-01-20T15:00:00+01:00,121,2617,39,34,2,2503,0,121
2023-01-20T18:00:00+01:00,2,2749,6,0,0,2753,0,2
2023-01-20T21:00:00+01:00,2,1751,6,0,0,1756,0,2
2023-01-21T00:00:00+01:00,2,4082,6,0,0,4086,0,2
2023-01-21T03:00:00+01:00,3,1972,6,0,0,1975,0,3
2023-01-21T06:00:00+01:00,15,2590,6,0,0,2580,0,15
2023-01-21T09:00:00+01:00,744,2281,183,92,27,1655,0,744
2023-01-21T12:00:00+01:00,708,3503,7,8,1,2796,0,708
2023-01-21T15:00:00+01:00,97,2779,6,0,0,2687,0,97
2023-01-21T18:00:00+01:00,1,2662,6,0,0,2666,0,1
2023-01-21T21:00:00+01:00,3,2292,6,0,0,2296,0,3
2023-01-22T00:00:00+01:00,3,1598,6,0,0,1601,0,3
2023-01-22T03:00:00+01:00,3,2281,6,0,0,2284,0,3
2023-01-22T06:00:00+01:00,9,2435,6,0,0,2432,0,9
2023-01-22T09:00:00+01:00,911,1475,707,0,27,1297,3,911
2023-01-22T12:00:00+01:00,1114,3229,135,653,17,1614,4,1114
2023-01-22T15:00:00+01:00,79,3121,6,0,0,3048,0,79
2023-01-22T18:00:00+01:00,1,3669,6,0,0,3673,0,1
2023-01-22T21:00:00+01:00,2,2246,6,0,0,2251,0,2
2023-01-23T00:00:00+01:00,4,1592,6,0,0,1595,0,4
2023-01-23T03:00:00+01:00,3,2851,6,0,0,2854,0,3
2023-01-23T06:00:00+01:00,21,2371,6,0,0,2357,0,21
2023-01-23T09:00:00+01:00,569,2655,56,10,22,2153,0,569
2023-01-23T12:00:00+01:00,1328,3060,100,72,28,1788,0,1328
2023-01-23T15:00:00+01:00,116,2268,7,0,0,2158,0,116
2023-01-23T18:00:00+01:00,0,2589,6,0,0,2595,0,0
2023-01-23T21:00:00+01:00,3,2049,6,0,0,2052,0,3
2023-01-24T00:00:00+01:00,3,4427,6,0,0,4430,0,3
2023-01-24T03:00:00+01:00,3,3195,6,0,0,3198,0,3
2023-01-24T06:00:00+01:00,101,3696,6,0,0,3601,0,101
2023-01-24T09:00:00+01:00,1778,1978,758,580,48,424,6,1778
2023-01-24T12:00:00+01:00,2218,2391,651,383,41,481,5,2218
2023-01-24T15:00:00+01:00,278,1962,177,335,9,1535,4,278
2023-01-24T18:00:00+01:00,1,2325,6,0,0,2330,0,1
2023-01-24T21:00:00+01:00,2,1650,6,0,0,1654,0,2
2023-01-25T00:00:00+01:00,4,3448,6,0,0,3450,0,4
2023-01-25T03:00:00+01:00,5,2287,6,0,0,2288,0,5
2023-01-25T06:00:00+01:00,15,2357,6,0,0,2348,0,15
2023-01-25T09:00:00+01:00,870,1623,390,86,46,1103,2,870
2023-01-25T12:00:00+01:00,425,2603,25,215,11,2001,1,425
2023-01-25T15:00:00+01:00,35,1609,7,0,0,1580,0,35
2023-01-25T18:00:00+01:00,1,2646,6,0,0,2651,0,1
2023-01-25T21:00:00+01:00,3,1201,6,0,0,1205,0,3
2023-01-26T00:00:00+01:00,4,3306,6,0,0,3309,0,4
2023-01-26T03:00:00+01:00,4,2234,6,0,0,2236,0,4
2023-01-26T06:00:00+01:00,1,2210,97,0,0,2306,0,1
2023-01-26T09:00:00+01:00,107,2061,7,0,0,1962,0,107
2023-01-26T12:00:00+01:00,147,2899,7,0,0,2759,0,147
2023-01-26T15:00:00+01:00,20,2120,6,0,0,2106,0,20
2023-01-26T18:00:00+01:00,1,2465,6,0,0,2469,0,1
2023-01-26T21:00:00+01:00,2,1474,6,0,0,1479,0,2
2023-01-27T00:00:00+01:00,3,2974,6,0,0,2977,0,3
2023-01-27T03:00:00+01:00,4,2816,6,0,0,2819,0,4
2023-01-27T06:00:00+01:00,17,2376,6,0,0,2365,0,17
2023-01-27T09:00:00+01:00,374,2122,15,0,6,1769,0,374
2023-01-27T12:00:00+01:00,245,3179,20,0,1,2955,0,245
2023-01-27T15:00:00+01:00,32,2289,7,0,0,2264,0,32
2023-01-27T18:00:00+01:00,0,2355,6,0,0,2360,0,0
2023-01-27T21:00:00+01:00,3,1859,98,0,0,1953,0,3
2023-01-28T00:00:00+01:00,3,3102,6,0,0,3106,0,3
2023-01-28T03:00:00+01:00,4,2427,6,0,0,2430,0,4
2023-01-28T06:00:00+01:00,7,1915,6,0,0,1915,0,7
2023-01-28T09:00:00+01:00,876,2010,378,218,70,1364,2,876
2023-01-28T12:00:00+01:00,277,2869,7,59,7,2547,0,277
2023-01-28T15:00:00+01:00,81,1949,6,0,0,1874,0,81
2023-01-28T18:00:00+01:00,2,2410,6,0,0,2414,0,2
2023-01-28T21:00:00+01:00,2,1834,6,0,0,1838,0,2
2023-01-29T00:00:00+01:00,3,2400,6,0,0,2403,0,3
2023-01-29T03:00:00+01:00,3,1604,6,0,0,1607,0,3
2023-01-29T06:00:00+01:00,233,2885,6,0,0,2658,0,233
2023-01-29T09:00:00+01:00,3322,2269,1354,157,65,208,18,2269
2023-01-29T12:00:00+01:00,2718,3466,515,1055,34,242,33,2718
2023-01-29T15:00:00+01:00,404,2302,138,442,12,1605,5,404
2023-01-29T18:00:00+01:00,0,3541,6,0,0,3547,0,0
2023-01-29T21:00:00+01:00,2,2079,6,0,0,2084,0,2
2023-01-30T00:00:00+01:00,3,2665,6,0,0,2668,0,3
2023-01-30T03:00:00+01:00,3,2651,6,0,0,2654,0,3
2023-01-30T06:00:00+01:00,170,2927,96,0,3,2856,0,170
2023-01-30T09:00:00+01:00,2483,2041,940,485,120,134,9,2041
2023-01-30T12:00:00+01:00,2807,3022,630,782,103,167,20,2807
2023-01-30T15:00:00+01:00,198,1758,5,120,5,1450,1,198
2023-01-30T18:00:00+01:00,0,2433,6,0,0,2439,0,0
2023-01-30T21:00:00+01:00,2,1242,6,0,0,1246,0,2
2023-01-31T00:00:00+01:00,3,2765,6,0,0,2768,0,3
2023-01-31T03:00:00+01:00,4,2742,6,0,0,2744,0,4
2023-01-31T06:00:00+01:00,124,2109,6,0,0,1991,0,124
2023-01-31T09:00:00+01:00,2985,1545,1620,14,120,286,20,1545
2023-01-31T12:00:00+01:00,2023,1683,902,577,79,65,51,1683
2023-01-31T15:00:00+01:00,196,2140,8,1505,16,462,32,196
2023-01-31T18:00:00+01:00,2,1672,6,15,0,1662,0,2
2023-01-31T21:00:00+01:00,3,1752,6,0,0,1756,0,3
2023-02-01T00:00:00+01:00,3,2765,6,0,0,2768,0,3
2023-02-01T03:00:00+01:00,4,2036,6,0,0,2039,0,4
2023-02-01T06:00:00+01:00,22,2665,6,0,0,2649,0,22
2023-02-01T09:00:00+01:00,311,1351,58,0,19,1117,0,311
2023-02-01T12:00:00+01:00,1353,2184,436,200,39,1106,4,1353
2023-02-01T15:00:00+01:00,192,1657,29,167,9,1336,1,192
2023-02-01T18:00:00+01:00,2,1858,6,0,0,1863,0,2
2023-02-01T21:00:00+01:00,2,1220,6,0,0,1224,0,2
2023-02-02T00:00:00+01:00,4,2339,6,0,0,2342,0,4
2023-02-02T03:00:00+01:00,5,1865,6,0,0,1867,0,5
2023-02-02T06:00:00+01:00,5,1862,6,0,0,1863,0,5
2023-02-02T09:00:00+01:00,246,1052,55,0,16,877,0,246
2023-02-02T12:00:00+01:00,409,2052,53,27,13,1682,0,409
2023-02-02T15:00:00+01:00,20,2017,7,0,0,2003,0,20
2023-02-02T18:00:00+01:00,3,1495,6,0,0,1499,0,3
2023-02-02T21:00:00+01:00,3,1219,7,0,0,1222,0,3
2023-02-03T00:00:00+01:00,3,2721,6,0,0,2724,0,3
2023-02-03T03:00:00+01:00,5,2484,6,0,0,2485,0,5
2023-02-03T06:00:00+01:00,101,2028,19,0,6,1953,0,101
2023-02-03T09:00:00+01:00,2274,1729,1430,88,93,890,14,1729
2023-02-03T12:00:00+01:00,1068,1771,449,875,34,311,24,1068
2023-02-03T15:00:00+01:00,197,1233,34,603,5,471,6,197
2023-02-03T18:00:00+01:00,3,1774,6,0,0,1778,0,3
2023-02-03T21:00:00+01:00,3,1537,6,0,0,1540,0,3
2023-02-04T00:00:00+01:00,3,2883,6,0,0,2886,0,3
2023-02-04T03:00:00+01:00,4,1583,6,0,0,1585,0,4
2023-02-04T06:00:00+01:00,4,1453,6,0,0,1455,0,4
2023-02-04T09:00:00+01:00,403,1205,228,0,15,1046,1,403
2023-02-04T12:00:00+01:00,792,1830,245,223,24,1083,2,792
2023-02-04T15:00:00+01:00,143,2111,18,139,3,1850,1,143
2023-02-04T18:00:00+01:00,2,2726,6,0,0,2730,0,2
2023-02-04T21:00:00+01:00,3,1640,2007,0,0,3643,20,3
2023-02-05T00:00:00+01:00,2,1209,1238,101,2,2346,92,2
2023-02-05T03:00:00+01:00,3,2230,0,1864,3,366,61,3
2023-02-05T06:00:00+01:00,99,2319,38,733,6,1530,4,99
2023-02-05T09:00:00+01:00,1133,1066,722,78,58,634,5,1066
2023-02-05T12:00:00+01:00,506,2201,83,610,16,1186,4,506
2023-02-05T15:00:00+01:00,36,3354,6,0,0,3324,0,36
2023-02-05T18:00:00+01:00,1,3045,6,0,0,3051,0,1
2023-02-05T21:00:00+01:00,2,2443,6,0,0,2447,0,2
2023-02-06T00:00:00+01:00,3,1463,6,0,0,1466,0,3
2023-02-06T03:00:00+01:00,4,1915,98,0,0,2008,0,4
2023-02-06T06:00:00+01:00,2,2418,6,0,0,2422,0,2
2023-02-06T09:00:00+01:00,518,1716,83,24,26,1283,0,518
2023-02-06T12:00:00+01:00,1351,2618,236,214,29,1317,1,1351
2023-02-06T15:00:00+01:00,64,2158,7,0,0,2101,0,64
2023-02-06T18:00:00+01:00,1,2657,6,0,0,2662,0,1
2023-02-06T21:00:00+01:00,2,1517,6,0,0,1521,0,2
2023-02-07T00:00:00+01:00,4,3679,6,0,0,3681,0,4
2023-02-07T03:00:00+01:00,4,3131,6,0,0,3133,0,4
2023-02-07T06:00:00+01:00,500,3046,150,0,4,2700,0,500
2023-02-07T09:00:00+01:00,3750,1868,1869,99,204,91,34,1868
2023-02-07T12:00:00+01:00,3370,2430,1224,301,73,56,76,2430
2023-02-07T15:00:00+01:00,643,1832,415,1311,16,309,76,643
2023-02-07T18:00:00+01:00,1,2829,3,1300,1,1531,12,1
2023-02-07T21:00:00+01:00,2,1550,5,0,0,1553,0,2
2023-02-08T00:00:00+01:00,2,2913,6,0,0,2916,0,2
2023-02-08T03:00:00+01:00,4,3476,6,0,0,3478,0,4
2023-02-08T06:00:00+01:00,370,2894,54,0,2,2579,0,370
2023-02-08T09:00:00+01:00,2909,1695,1559,341,98,100,22,1695
2023-02-08T12:00:00+01:00,3313,3263,772,651,62,132,41,3263
2023-02-08T15:00:00+01:00,640,1725,286,1203,15,183,25,640
2023-02-08T18:00:00+01:00,1,3028,6,41,0,2991,0,1
2023-02-08T21:00:00+01:00,3,1506,6,0,0,1509,0,3
2023-02-09T00:00:00+01:00,3,3964,6,0,0,3967,0,3
2023-02-09T03:00:00+01:00,3,3322,6,0,0,3326,0,3
2023-02-09T06:00:00+01:00,502,2647,259,0,4,2409,0,502
2023-02-09T09:00:00+01:00,3606,1683,1900,66,163,73,31,1683
2023-02-09T12:00:00+01:00,3306,2378,1175,292,91,46,78,2378
2023-02-09T15:00:00+01:00,663,1415,331,1055,90,118,86,663
2023-02-09T18:00:00+01:00,1,2507,0,1721,4,789,27,1
2023-02-09T21:00:00+01:00,2,1591,6,7,0,1588,0,2
2023-02-10T00:00:00+01:00,2,3565,6,0,0,3569,0,2
2023-02-10T03:00:00+01:00,2,3221,6,0,0,3225,0,2
2023-02-10T06:00:00+01:00,545,2891,318,0,6,2670,1,545
2023-02-10T09:00:00+01:00,3718,2123,1901,282,144,167,27,2123
2023-02-10T12:00:00+01:00,3393,1817,1365,124,364,29,79,1817
2023-02-10T15:00:00+01:00,669,2252,104,1450,56,292,79,669
2023-02-10T18:00:00+01:00,2,2041,2,1218,2,824,20,2
2023-02-10T21:00:00+01:00,2,2164,6,0,0,2168,0,2
2023-02-11T00:00:00+01:00,3,2515,6,0,0,2519,0,3
2023-02-11T03:00:00+01:00,3,2688,7,0,0,2691,0,3
2023-02-11T06:00:00+01:00,93,2866,7,0,1,2781,0,93
2023-02-11T09:00:00+01:00,1610,1213,841,269,43,218,5,1213
2023-02-11T12:00:00+01:00,2338,1997,1002,510,57,209,21,1997
2023-02-11T15:00:00+01:00,618,2923,134,874,22,1587,14,618
2023-02-11T18:00:00+01:00,2,2169,6,1,0,2173,0,2
2023-02-11T21:00:00+01:00,3,2346,6,0,0,2350,0,3
2023-02-12T00:00:00+01:00,4,1318,7,0,0,1321,0,4
2023-02-12T03:00:00+01:00,3,2433,7,0,0,2436,0,3
2023-02-12T06:00:00+01:00,582,2372,193,0,3,1986,0,582
2023-02-12T09:00:00+01:00,3686,2483,1555,314,177,215,22,2483
2023-02-12T12:00:00+01:00,3304,2434,1775,565,110,450,48,2434
2023-02-12T15:00:00+01:00,670,2297,182,1385,59,483,58,670
2023-02-12T18:00:00+01:00,1,2838,4,850,0,1992,5,1
2023-02-12T21:00:00+01:00,2,1656,6,0,0,1660,0,2
2023-02-13T00:00:00+01:00,4,1651,7,0,0,1654,0,4
2023-02-13T03:00:00+01:00,4,1905,7,0,0,1908,0,4
2023-02-13T06:00:00+01:00,47,2684,98,0,0,2735,0,47
2023-02-13T09:00:00+01:00,596,1952,74,47,22,1404,0,596
2023-02-13T12:00:00+01:00,2920,1700,1520,24,49,325,18,1700
2023-02-13T15:00:00+01:00,673,2586,16,1248,54,735,18,673
2023-02-13T18:00:00+01:00,0,2470,6,8,0,2467,0,0
2023-02-13T21:00:00+01:00,3,1584,6,0,0,1587,0,3
2023-02-14T00:00:00+01:00,4,2915,6,0,0,2918,0,4
2023-02-14T03:00:00+01:00,5,2405,6,0,0,2407,0,5
2023-02-14T06:00:00+01:00,26,2155,6,0,0,2135,0,26
2023-02-14T09:00:00+01:00,572,1271,299,45,21,973,1,572
2023-02-14T12:00:00+01:00,1056,2419,233,383,18,1231,2,1056
2023-02-14T15:00:00+01:00,236,2329,7,0,0,2101,0,236
2023-02-14T18:00:00+01:00,1,2984,6,0,0,2990,0,1
2023-02-14T21:00:00+01:00,3,1532,6,0,0,1536,0,3
2023-02-15T00:00:00+01:00,4,3872,6,0,0,3875,0,4
2023-02-15T03:00:00+01:00,5,2450,6,0,0,2452,0,5
2023-02-15T06:00:00+01:00,77,2380,11,0,3,2317,0,77
2023-02-15T09:00:00+01:00,902,2081,248,165,59,1319,1,902
2023-02-15T12:00:00+01:00,1941,2195,827,209,32,903,7,1941
2023-02-15T15:00:00+01:00,710,2414,104,579,25,1253,3,710
2023-02-15T18:00:00+01:00,2,1913,6,0,0,1917,0,2
2023-02-15T21:00:00+01:00,3,2032,6,0,0,2035,0,3
2023-02-16T00:00:00+01:00,2,2720,6,0,0,2724,0,2
2023-02-16T03:00:00+01:00,3,3657,7,0,0,3661,0,3
2023-02-16T06:00:00+01:00,335,1839,263,0,11,1777,1,335
2023-02-16T09:00:00+01:00,3698,1772,1951,163,248,109,24,1772
2023-02-16T12:00:00+01:00,3313,1719,1280,38,380,28,80,1719
2023-02-16T15:00:00+01:00,746,1350,40,987,451,108,86,746
2023-02-16T18:00:00+01:00,1,1651,0,1380,9,279,37,1
2023-02-16T21:00:00+01:00,4,1155,4,365,1,791,4,4
2023-02-17T00:00:00+01:00,3,2539,7,0,0,2543,0,3
2023-02-17T03:00:00+01:00,3,1831,7,0,0,1834,0,3
2023-02-17T06:00:00+01:00,62,1450,7,0,0,1395,0,62
2023-02-17T09:00:00+01:00,705,1667,141,84,32,1052,0,705
2023-02-17T12:00:00+01:00,707,544,226,59,23,27,4,544
2023-02-17T15:00:00+01:00,233,1338,25,121,11,1020,2,233
2023-02-17T18:00:00+01:00,2,1326,6,0,0,1330,1,2
2023-02-17T21:00:00+01:00,2,1549,95,0,0,1642,0,2
2023-02-18T00:00:00+01:00,3,2306,6,0,0,2310,0,3
2023-02-18T03:00:00+01:00,3,1339,7,0,0,1342,0,3
2023-02-18T06:00:00+01:00,359,1506,237,0,11,1395,0,359
2023-02-18T09:00:00+01:00,3163,1820,1753,441,127,95,18,1820
2023-02-18T12:00:00+01:00,2574,766,1888,145,230,164,78,766
2023-02-18T15:00:00+01:00,568,1100,132,640,142,166,91,568
2023-02-18T18:00:00+01:00,1,2309,0,1813,21,514,39,1
2023-02-18T21:00:00+01:00,1,1577,5,310,0,1271,1,1
2023-02-19T00:00:00+01:00,2,1275,6,0,0,1280,0,2
2023-02-19T03:00:00+01:00,3,1106,7,0,0,1110,0,3
2023-02-19T06:00:00+01:00,63,2281,6,0,0,2225,0,63
